Table,Year,Rcode,Demographic,Description,Est1,Est2,Est3,Est4,Est5,Est6,Est7,Est8,Est9,Est10,Est11,DQF1,DQF2,DQF3,DQF4,DQF5,DQF6,DQF7,DQF8,DQF9,DQF10,DQF11,RSE1,RSE2,RSE3,RSE4,RSE5,RSE6,RSE7,RSE8,RSE9,RSE10,RSE11,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
T10,2007,PS01,Sex,Male,145.2,121.8,134.2,119.8,117.7,147.6,159.7,181.6,213.5,226.5,1567.5,,,,,,,,,,,,15.3,15.3,15.3,20.4,20.4,15.3,10.2,15.3,15.3,15.3,0,"Under    $1,100","$1,100 To    $9,399","$9,400 To   $13,799","$13,800 To   $18,899","$18,900 To   $25,799","$25,800 To   $33,099","$33,100 To   $41,699","$41,700 To   $50,999","$51,000 To   $67,299","$67,300 and Over"
T10,2007,PS02,Sex,Female,177.6,205.2,185.6,211.6,202.9,177.9,162.9,141.8,110,99.9,1675.4,,,,,,,,,,,,15.3,10.2,10.2,10.2,10.2,10.2,10.2,15.3,15.3,20.4,0,"Under    $1,100","$1,100 To    $9,399","$9,400 To   $13,799","$13,800 To   $18,899","$18,900 To   $25,799","$25,800 To   $33,099","$33,100 To   $41,699","$41,700 To   $50,999","$51,000 To   $67,299","$67,300 and Over"
T10,2007,P999,Total People 15+,Total people 15+,322.8,327,319.8,331.4,320.6,325.5,322.6,323.4,323.4,326.3,3242.9,,,,,,,,,,,,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,0,"Under    $1,100","$1,100 To    $9,399","$9,400 To   $13,799","$13,800 To   $18,899","$18,900 To   $25,799","$25,800 To   $33,099","$33,100 To   $41,699","$41,700 To   $50,999","$51,000 To   $67,299","$67,300 and Over"
T10,2007,PA01,Age group,15-19,160.6,96.1,14.1,11.9,11.3,7.6,3.3,,,,304.8,,,**,**,**,**,**,,,,,10.2,15.3,51,66.3,51,66.3,86.7,,,,0,"Under    $1,100","$1,100 To    $9,399","$9,400 To   $13,799","$13,800 To   $18,899","$18,900 To   $25,799","$25,800 To   $33,099","$33,100 To   $41,699","$41,700 To   $50,999","$51,000 To   $67,299","$67,300 and Over"
T10,2007,PA02,Age group,20-24,20.8,47.9,36.8,22.1,31.9,39.5,48.9,21.3,12.8,,283.8,*,*,*,*,*,*,*,**,**,S,,40.8,30.6,35.7,35.7,35.7,30.6,30.6,51,61.2,,0,"Under    $1,100","$1,100 To    $9,399","$9,400 To   $13,799","$13,800 To   $18,899","$18,900 To   $25,799","$25,800 To   $33,099","$33,100 To   $41,699","$41,700 To   $50,999","$51,000 To   $67,299","$67,300 and Over"
T10,2007,PA03,Age group,25-29,11.5,18.1,14.7,18.9,29.1,31.7,39.4,43.1,35.2,17.3,258.7,**,*,**,**,*,*,*,*,*,**,,61.2,40.8,86.7,61.2,30.6,35.7,25.5,30.6,35.7,51,0,"Under    $1,100","$1,100 To    $9,399","$9,400 To   $13,799","$13,800 To   $18,899","$18,900 To   $25,799","$25,800 To   $33,099","$33,100 To   $41,699","$41,700 To   $50,999","$51,000 To   $67,299","$67,300 and Over"
T10,2007,PA04,Age group,30-34,17.6,25.8,18.3,15.4,22.7,24.2,32.2,44.1,40.9,37.9,279.1,*,*,**,*,*,*,*,*,*,*,,40.8,40.8,51,51,30.6,30.6,30.6,20.4,25.5,25.5,0,"Under    $1,100","$1,100 To    $9,399","$9,400 To   $13,799","$13,800 To   $18,899","$18,900 To   $25,799","$25,800 To   $33,099","$33,100 To   $41,699","$41,700 To   $50,999","$51,000 To   $67,299","$67,300 and Over"
T10,2007,PA05,Age group,35-39,19.8,21.2,18.6,17.2,32.8,36.1,31.9,42.3,43.6,47.6,311.1,*,*,*,*,*,*,*,*,*,*,,35.7,35.7,30.6,45.9,35.7,30.6,25.5,30.6,20.4,20.4,0,"Under    $1,100","$1,100 To    $9,399","$9,400 To   $13,799","$13,800 To   $18,899","$18,900 To   $25,799","$25,800 To   $33,099","$33,100 To   $41,699","$41,700 To   $50,999","$51,000 To   $67,299","$67,300 and Over"
T10,2007,PA06,Age group,40-44,14.9,26.5,14.1,24.4,26,40,42.7,42,37,50.4,318,**,*,**,*,*,*,*,*,*,*,,56.1,40.8,71.4,35.7,35.7,25.5,30.6,25.5,30.6,30.6,0,"Under    $1,100","$1,100 To    $9,399","$9,400 To   $13,799","$13,800 To   $18,899","$18,900 To   $25,799","$25,800 To   $33,099","$33,100 To   $41,699","$41,700 To   $50,999","$51,000 To   $67,299","$67,300 and Over"
T10,2007,PA07,Age group,45-49,14.9,20.8,18.5,21.6,27.7,31.1,40.3,42.5,38.3,50.3,305.9,**,*,*,*,*,*,*,*,*,*,,66.3,45.9,40.8,40.8,40.8,35.7,30.6,30.6,25.5,25.5,0,"Under    $1,100","$1,100 To    $9,399","$9,400 To   $13,799","$13,800 To   $18,899","$18,900 To   $25,799","$25,800 To   $33,099","$33,100 To   $41,699","$41,700 To   $50,999","$51,000 To   $67,299","$67,300 and Over"
T10,2007,PA08,Age group,50-54,17.1,18.1,15.3,14.2,26.5,35.7,24.3,27,40.8,45.5,264.6,*,**,**,*,**,*,*,*,*,*,,51,51,61.2,40.8,51,30.6,40.8,35.7,30.6,25.5,0,"Under    $1,100","$1,100 To    $9,399","$9,400 To   $13,799","$13,800 To   $18,899","$18,900 To   $25,799","$25,800 To   $33,099","$33,100 To   $41,699","$41,700 To   $50,999","$51,000 To   $67,299","$67,300 and Over"
T10,2007,PA09,Age group,55-59,19,16.3,17.2,19.1,16.9,23.9,23.5,28.8,35.5,40.5,240.7,*,*,*,*,*,*,*,*,*,*,,45.9,45.9,40.8,40.8,45.9,35.7,40.8,40.8,35.7,30.6,0,"Under    $1,100","$1,100 To    $9,399","$9,400 To   $13,799","$13,800 To   $18,899","$18,900 To   $25,799","$25,800 To   $33,099","$33,100 To   $41,699","$41,700 To   $50,999","$51,000 To   $67,299","$67,300 and Over"
T10,2007,PA10,Age group,60-64,15.2,15.1,34.6,20.4,17,22.7,15.3,14.6,19.6,15.2,189.8,**,**,*,*,*,*,*,**,*,**,,51,51,30.6,35.7,45.9,35.7,40.8,81.6,40.8,51,0,"Under    $1,100","$1,100 To    $9,399","$9,400 To   $13,799","$13,800 To   $18,899","$18,900 To   $25,799","$25,800 To   $33,099","$33,100 To   $41,699","$41,700 To   $50,999","$51,000 To   $67,299","$67,300 and Over"
T10,2007,PA11,Age group,65 +,11.4,21.2,117.6,146.2,78.7,33,21,17.7,19.8,19.7,486.2,**,*,,,*,*,*,*,*,**,,61.2,45.9,15.3,15.3,25.5,30.6,45.9,40.8,40.8,51,0,"Under    $1,100","$1,100 To    $9,399","$9,400 To   $13,799","$13,800 To   $18,899","$18,900 To   $25,799","$25,800 To   $33,099","$33,100 To   $41,699","$41,700 To   $50,999","$51,000 To   $67,299","$67,300 and Over"
T10,2007,PE01,Ethnicity,European,203,229.7,239.5,241.6,244.6,225.8,240.6,257.1,268.3,271.2,2421.3,,,,,,,,,,,,15.3,15.3,10.2,10.2,15.3,15.3,10.2,15.3,15.3,15.3,5.1,"Under    $1,100","$1,100 To    $9,399","$9,400 To   $13,799","$13,800 To   $18,899","$18,900 To   $25,799","$25,800 To   $33,099","$33,100 To   $41,699","$41,700 To   $50,999","$51,000 To   $67,299","$67,300 and Over"
T10,2007,PE02,Ethnicity,Maori,54.5,44.5,46.5,48,40.6,47.5,41.1,28.7,28.4,24.6,404.5,*,*,*,*,*,*,*,*,*,*,,35.7,40.8,40.8,30.6,30.6,25.5,35.7,30.6,35.7,40.8,0,"Under    $1,100","$1,100 To    $9,399","$9,400 To   $13,799","$13,800 To   $18,899","$18,900 To   $25,799","$25,800 To   $33,099","$33,100 To   $41,699","$41,700 To   $50,999","$51,000 To   $67,299","$67,300 and Over"
T10,2007,PE03,Ethnicity,Asian,49.1,33.4,25.2,21.5,22.7,27.9,28.4,25.9,21,20.2,275.5,*,*,*,*,*,*,*,*,*,*,,30.6,40.8,45.9,45.9,40.8,35.7,40.8,40.8,45.9,51,15.3,"Under    $1,100","$1,100 To    $9,399","$9,400 To   $13,799","$13,800 To   $18,899","$18,900 To   $25,799","$25,800 To   $33,099","$33,100 To   $41,699","$41,700 To   $50,999","$51,000 To   $67,299","$67,300 and Over"
T10,2007,PE04,Ethnicity,Pacific people,25.7,26.8,18.8,16.8,21.2,23.5,24.2,18,13.1,7.7,195.7,*,*,**,**,*,*,*,**,**,**,*,40.8,45.9,66.3,56.1,40.8,40.8,45.9,51,56.1,76.5,20.4,"Under    $1,100","$1,100 To    $9,399","$9,400 To   $13,799","$13,800 To   $18,899","$18,900 To   $25,799","$25,800 To   $33,099","$33,100 To   $41,699","$41,700 To   $50,999","$51,000 To   $67,299","$67,300 and Over"
T10,2007,PE05,Ethnicity,MELAA,6.4,5.1,2.5,5.2,5,3.8,4.9,,,,38.7,**,***,**,***,**,**,**,S,S,S,**,81.6,102,86.7,112.2,86.7,86.7,76.5,,,,56.1,"Under    $1,100","$1,100 To    $9,399","$9,400 To   $13,799","$13,800 To   $18,899","$18,900 To   $25,799","$25,800 To   $33,099","$33,100 To   $41,699","$41,700 To   $50,999","$51,000 To   $67,299","$67,300 and Over"
T10,2007,PE06,Ethnicity,Other ethnic group,15.5,14.1,14.2,13.9,9.6,21.5,6,10.2,12.6,18,135.6,**,**,*,**,**,**,**,**,**,**,*,56.1,61.2,45.9,66.3,71.4,56.1,66.3,61.2,56.1,66.3,30.6,"Under    $1,100","$1,100 To    $9,399","$9,400 To   $13,799","$13,800 To   $18,899","$18,900 To   $25,799","$25,800 To   $33,099","$33,100 To   $41,699","$41,700 To   $50,999","$51,000 To   $67,299","$67,300 and Over"
T10,2007,PQ01,Highest qualification,No qualification,109.1,55.7,106.1,104.9,72.6,59.8,43,30.6,26.7,16.6,625.1,*,*,*,,,*,*,*,*,*,,20.4,30.6,25.5,20.4,20.4,25.5,40.8,30.6,35.7,45.9,10.2,"Under    $1,100","$1,100 To    $9,399","$9,400 To   $13,799","$13,800 To   $18,899","$18,900 To   $25,799","$25,800 To   $33,099","$33,100 To   $41,699","$41,700 To   $50,999","$51,000 To   $67,299","$67,300 and Over"
T10,2007,PQ02,Highest qualification,Level 1 -Level 3 Certificate,116.7,148.9,85.6,90.6,85.5,92.8,106.3,88.1,67.4,51.1,932.9,,,*,*,,,,*,*,*,,15.3,15.3,20.4,20.4,20.4,20.4,20.4,20.4,20.4,35.7,5.1,"Under    $1,100","$1,100 To    $9,399","$9,400 To   $13,799","$13,800 To   $18,899","$18,900 To   $25,799","$25,800 To   $33,099","$33,100 To   $41,699","$41,700 To   $50,999","$51,000 To   $67,299","$67,300 and Over"
T10,2007,PQ03,Highest qualification,Level 4 Certificate,12.1,25.5,30.1,29.4,33,35.8,43.9,51.7,50.9,34.2,346.5,**,*,**,*,*,*,*,*,*,*,,51,45.9,51,35.7,40.8,30.6,30.6,25.5,25.5,35.7,10.2,"Under    $1,100","$1,100 To    $9,399","$9,400 To   $13,799","$13,800 To   $18,899","$18,900 To   $25,799","$25,800 To   $33,099","$33,100 To   $41,699","$41,700 To   $50,999","$51,000 To   $67,299","$67,300 and Over"
T10,2007,PQ04,Highest qualification,Level 5 or level 6 Diploma,20.3,28.7,32,34.8,43,36,29.2,48.4,51.1,41.9,365.3,*,*,*,*,*,*,*,*,*,*,,35.7,35.7,30.6,25.5,30.6,30.6,30.6,30.6,25.5,25.5,10.2,"Under    $1,100","$1,100 To    $9,399","$9,400 To   $13,799","$13,800 To   $18,899","$18,900 To   $25,799","$25,800 To   $33,099","$33,100 To   $41,699","$41,700 To   $50,999","$51,000 To   $67,299","$67,300 and Over"
T10,2007,PQ05,Highest qualification,Bachelor Degree & Level 7,13.8,17.1,20,16.5,19.2,27.3,44.5,40.9,50.2,71.1,320.7,**,**,*,*,*,*,*,*,*,*,,51,56.1,45.9,45.9,51,35.7,30.6,35.7,30.6,30.6,15.3,"Under    $1,100","$1,100 To    $9,399","$9,400 To   $13,799","$13,800 To   $18,899","$18,900 To   $25,799","$25,800 To   $33,099","$33,100 To   $41,699","$41,700 To   $50,999","$51,000 To   $67,299","$67,300 and Over"
T10,2007,PQ06,Highest qualification,Postgraduate & Honours Degrees,8.2,9.4,3.8,11.2,9.6,8.9,8.6,18.4,29.7,40.9,148.7,**,**,**,**,**,**,**,*,*,*,,56.1,66.3,96.9,96.9,56.1,56.1,76.5,51,35.7,25.5,15.3,"Under    $1,100","$1,100 To    $9,399","$9,400 To   $13,799","$13,800 To   $18,899","$18,900 To   $25,799","$25,800 To   $33,099","$33,100 To   $41,699","$41,700 To   $50,999","$51,000 To   $67,299","$67,300 and Over"
T10,2007,PQ07,Highest qualification,Masters Degree,4.2,6.4,,4.5,4.5,4.6,3.4,6.1,12.2,29.9,77.4,**,**,S,**,**,**,**,**,**,*,*,81.6,81.6,,91.8,66.3,81.6,81.6,66.3,51,35.7,20.4,"Under    $1,100","$1,100 To    $9,399","$9,400 To   $13,799","$13,800 To   $18,899","$18,900 To   $25,799","$25,800 To   $33,099","$33,100 To   $41,699","$41,700 To   $50,999","$51,000 To   $67,299","$67,300 and Over"
T10,2007,PQ08,Highest qualification,Doctorate Degree,,,,,,,,4.6,2,10.2,21.2,,S,,,,S,S,***,***,**,*,,,,,,,,132.6,107.1,56.1,45.9,"Under    $1,100","$1,100 To    $9,399","$9,400 To   $13,799","$13,800 To   $18,899","$18,900 To   $25,799","$25,800 To   $33,099","$33,100 To   $41,699","$41,700 To   $50,999","$51,000 To   $67,299","$67,300 and Over"
T10,2007,PQ09,Highest qualification,Other Post-school,13.1,11.4,16.8,14,25.3,28.9,22.6,20,22.7,21.7,196.4,*,*,*,*,*,*,*,*,**,*,,45.9,45.9,40.8,40.8,40.8,40.8,40.8,40.8,51,35.7,15.3,"Under    $1,100","$1,100 To    $9,399","$9,400 To   $13,799","$13,800 To   $18,899","$18,900 To   $25,799","$25,800 To   $33,099","$33,100 To   $41,699","$41,700 To   $50,999","$51,000 To   $67,299","$67,300 and Over"
T10,2007,PQ10,Highest qualification,Other NZ Secondary School,2.8,1.7,,,2.7,,2.2,,,,19.2,**,***,S,S,***,S,***,S,S,,*,96.9,132.6,,,107.1,,117.3,,,,40.8,"Under    $1,100","$1,100 To    $9,399","$9,400 To   $13,799","$13,800 To   $18,899","$18,900 To   $25,799","$25,800 To   $33,099","$33,100 To   $41,699","$41,700 To   $50,999","$51,000 To   $67,299","$67,300 and Over"
T10,2007,PQ11,Highest qualification,Overseas Secondary School,21.2,20.1,22.2,21.7,24.4,26.6,15.9,13.2,7,8.1,180.2,*,*,*,*,*,*,*,***,**,**,,51,40.8,35.7,35.7,40.8,40.8,45.9,107.1,71.4,66.3,20.4,"Under    $1,100","$1,100 To    $9,399","$9,400 To   $13,799","$13,800 To   $18,899","$18,900 To   $25,799","$25,800 To   $33,099","$33,100 To   $41,699","$41,700 To   $50,999","$51,000 To   $67,299","$67,300 and Over"
T10,2007,PQ12,Highest qualification,Not Specified,,,,,,,,,,,9.2,S,S,,S,S,S,S,,S,S,**,,,,,,,,,,,76.5,"Under    $1,100","$1,100 To    $9,399","$9,400 To   $13,799","$13,800 To   $18,899","$18,900 To   $25,799","$25,800 To   $33,099","$33,100 To   $41,699","$41,700 To   $50,999","$51,000 To   $67,299","$67,300 and Over"
T10,2007,PL01,Labour force status,Employed,57,167.9,106,124.5,205.2,256,294,301.6,301.5,308,2121.6,*,,*,,,,,,,,,25.5,15.3,20.4,20.4,15.3,10.2,10.2,10.2,10.2,10.2,0,"Under    $1,100","$1,100 To    $9,399","$9,400 To   $13,799","$13,800 To   $18,899","$18,900 To   $25,799","$25,800 To   $33,099","$33,100 To   $41,699","$41,700 To   $50,999","$51,000 To   $67,299","$67,300 and Over"
T10,2007,PL02,Labour force status,Unemployed,20,17.9,11,6,3.3,5.2,,2.2,,,69.1,**,**,**,**,***,**,S,***,S,S,*,61.2,61.2,61.2,81.6,102,81.6,,117.3,,,25.5,"Under    $1,100","$1,100 To    $9,399","$9,400 To   $13,799","$13,800 To   $18,899","$18,900 To   $25,799","$25,800 To   $33,099","$33,100 To   $41,699","$41,700 To   $50,999","$51,000 To   $67,299","$67,300 and Over"
T10,2007,PL03,Labour force status,Not in the Labour Force,245.8,141.2,202.9,200.9,112.1,64.3,26.8,19.6,20.6,17.9,1052.1,,,,,,*,*,*,*,*,,15.3,15.3,15.3,10.2,20.4,25.5,35.7,40.8,40.8,40.8,5.1,"Under    $1,100","$1,100 To    $9,399","$9,400 To   $13,799","$13,800 To   $18,899","$18,900 To   $25,799","$25,800 To   $33,099","$33,100 To   $41,699","$41,700 To   $50,999","$51,000 To   $67,299","$67,300 and Over"
T10,2008,PS01,Sex,Male,136.1,127,118.9,118.8,134.7,155,169.4,184.8,198.2,239.2,1582,,,,,,,,,,,,15.3,15.3,15.3,20.4,15.3,15.3,15.3,15.3,10.2,10.2,0,"Under    $2,300","$2,300 To   $10,899","$10,900 To   $15,299","$15,300 To   $20,599","$20,600 To   $28,199","$28,200 To   $35,399","$35,400 To   $43,299","$43,300 To   $53,399","$53,400 To   $70,999","$71,000 and Over"
T10,2008,PS02,Sex,Female,190.7,200,207.8,209.9,194.9,172,156.6,141,129.9,89.8,1692.6,,,,,,,,,,,,10.2,10.2,10.2,10.2,10.2,10.2,15.3,15.3,15.3,20.4,0,"Under    $2,300","$2,300 To   $10,899","$10,900 To   $15,299","$15,300 To   $20,599","$20,600 To   $28,199","$28,200 To   $35,399","$35,400 To   $43,299","$43,300 To   $53,399","$53,400 To   $70,999","$71,000 and Over"
T10,2008,P999,Total People 15+,Total people 15+,326.7,327,326.7,328.7,329.6,327,326,325.8,328.1,329.1,3274.7,,,,,,,,,,,,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,0,"Under    $2,300","$2,300 To   $10,899","$10,900 To   $15,299","$15,300 To   $20,599","$20,600 To   $28,199","$28,200 To   $35,399","$35,400 To   $43,299","$43,300 To   $53,399","$53,400 To   $70,999","$71,000 and Over"
T10,2008,PA01,Age group,15-19,155.5,85.3,18.5,10.4,20.8,10.1,2.9,,,,305.7,,,*,*,*,**,***,S,S,,,10.2,15.3,45.9,51,35.7,61.2,112.2,,,,0,"Under    $2,300","$2,300 To   $10,899","$10,900 To   $15,299","$15,300 To   $20,599","$20,600 To   $28,199","$28,200 To   $35,399","$35,400 To   $43,299","$43,300 To   $53,399","$53,400 To   $70,999","$71,000 and Over"
T10,2008,PA02,Age group,20-24,18.8,48.6,27.1,23.1,52.6,43.1,38.2,21.1,8,,282.2,*,*,*,*,*,*,*,*,**,S,,45.9,25.5,35.7,35.7,20.4,25.5,25.5,35.7,56.1,,0,"Under    $2,300","$2,300 To   $10,899","$10,900 To   $15,299","$15,300 To   $20,599","$20,600 To   $28,199","$28,200 To   $35,399","$35,400 To   $43,299","$43,300 To   $53,399","$53,400 To   $70,999","$71,000 and Over"
T10,2008,PA03,Age group,25-29,15.8,30.5,16.3,16.1,28.5,40.5,37.2,38.6,32.2,7,262.9,*,*,*,*,*,*,*,*,*,**,,45.9,30.6,45.9,40.8,25.5,25.5,25.5,25.5,35.7,61.2,0,"Under    $2,300","$2,300 To   $10,899","$10,900 To   $15,299","$15,300 To   $20,599","$20,600 To   $28,199","$28,200 To   $35,399","$35,400 To   $43,299","$43,300 To   $53,399","$53,400 To   $70,999","$71,000 and Over"
T10,2008,PA04,Age group,30-34,13.9,20.4,15.6,19.2,26.2,28.7,35.4,40.8,39.4,32.1,271.7,*,*,*,*,*,*,*,*,*,*,,40.8,35.7,45.9,35.7,30.6,30.6,30.6,30.6,25.5,30.6,0,"Under    $2,300","$2,300 To   $10,899","$10,900 To   $15,299","$15,300 To   $20,599","$20,600 To   $28,199","$28,200 To   $35,399","$35,400 To   $43,299","$43,300 To   $53,399","$53,400 To   $70,999","$71,000 and Over"
T10,2008,PA05,Age group,35-39,21.1,26,17.9,18.2,30.6,35.2,38.9,31,44.4,48.8,312.1,*,*,*,*,*,*,*,*,*,*,,35.7,30.6,45.9,30.6,25.5,25.5,25.5,30.6,25.5,20.4,0,"Under    $2,300","$2,300 To   $10,899","$10,900 To   $15,299","$15,300 To   $20,599","$20,600 To   $28,199","$28,200 To   $35,399","$35,400 To   $43,299","$43,300 To   $53,399","$53,400 To   $70,999","$71,000 and Over"
T10,2008,PA06,Age group,40-44,18.1,16.4,16.7,19.3,28.8,34,41.5,41.7,47.4,49.9,313.9,*,*,*,*,*,*,*,*,,*,,35.7,45.9,40.8,35.7,30.6,30.6,30.6,30.6,20.4,20.4,0,"Under    $2,300","$2,300 To   $10,899","$10,900 To   $15,299","$15,300 To   $20,599","$20,600 To   $28,199","$28,200 To   $35,399","$35,400 To   $43,299","$43,300 To   $53,399","$53,400 To   $70,999","$71,000 and Over"
T10,2008,PA07,Age group,45-49,19.7,19.8,15.8,19.8,27.7,33.3,37.7,37.1,47.5,55.3,313.6,*,*,**,*,*,*,*,*,*,*,,40.8,35.7,56.1,35.7,30.6,30.6,30.6,25.5,20.4,20.4,0,"Under    $2,300","$2,300 To   $10,899","$10,900 To   $15,299","$15,300 To   $20,599","$20,600 To   $28,199","$28,200 To   $35,399","$35,400 To   $43,299","$43,300 To   $53,399","$53,400 To   $70,999","$71,000 and Over"
T10,2008,PA08,Age group,50-54,18.2,21,13.9,18.1,13.9,33.6,31.5,42.1,40,38.6,270.9,*,*,*,*,*,*,*,*,*,*,,45.9,35.7,45.9,40.8,35.7,25.5,30.6,25.5,25.5,25.5,0,"Under    $2,300","$2,300 To   $10,899","$10,900 To   $15,299","$15,300 To   $20,599","$20,600 To   $28,199","$28,200 To   $35,399","$35,400 To   $43,299","$43,300 To   $53,399","$53,400 To   $70,999","$71,000 and Over"
T10,2008,PA09,Age group,55-59,23.1,16.1,16.4,12.7,22,21.1,27,34.7,26.9,41.7,241.6,*,*,*,*,*,*,*,*,*,*,,40.8,35.7,45.9,45.9,40.8,35.7,40.8,35.7,25.5,25.5,0,"Under    $2,300","$2,300 To   $10,899","$10,900 To   $15,299","$15,300 To   $20,599","$20,600 To   $28,199","$28,200 To   $35,399","$35,400 To   $43,299","$43,300 To   $53,399","$53,400 To   $70,999","$71,000 and Over"
T10,2008,PA10,Age group,60-64,13.8,27.6,23.6,20,17,14.3,16.4,21,20,28.4,202.2,**,*,*,*,*,*,*,*,*,*,,51,35.7,35.7,35.7,40.8,40.8,40.8,40.8,35.7,30.6,0,"Under    $2,300","$2,300 To   $10,899","$10,900 To   $15,299","$15,300 To   $20,599","$20,600 To   $28,199","$28,200 To   $35,399","$35,400 To   $43,299","$43,300 To   $53,399","$53,400 To   $70,999","$71,000 and Over"
T10,2008,PA11,Age group,65 +,8.8,15.2,145,151.8,61.4,33.1,19.2,16,21.9,25.7,498,**,*,,,,*,*,*,*,*,,61.2,40.8,15.3,10.2,15.3,35.7,40.8,35.7,35.7,35.7,0,"Under    $2,300","$2,300 To   $10,899","$10,900 To   $15,299","$15,300 To   $20,599","$20,600 To   $28,199","$28,200 To   $35,399","$35,400 To   $43,299","$43,300 To   $53,399","$53,400 To   $70,999","$71,000 and Over"
T10,2008,PE01,Ethnicity,European,208.4,217.2,240.6,250.6,232.9,239.1,229.3,244.5,264.4,289.6,2416.6,,,,,,,,,,,,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,5.1,"Under    $2,300","$2,300 To   $10,899","$10,900 To   $15,299","$15,300 To   $20,599","$20,600 To   $28,199","$28,200 To   $35,399","$35,400 To   $43,299","$43,300 To   $53,399","$53,400 To   $70,999","$71,000 and Over"
T10,2008,PE02,Ethnicity,Maori,47.9,50.1,30,42,60.8,48.2,52.1,34.7,29,16.1,410.9,*,*,*,*,*,*,*,*,*,*,,30.6,20.4,30.6,25.5,25.5,25.5,30.6,30.6,25.5,40.8,0,"Under    $2,300","$2,300 To   $10,899","$10,900 To   $15,299","$15,300 To   $20,599","$20,600 To   $28,199","$28,200 To   $35,399","$35,400 To   $43,299","$43,300 To   $53,399","$53,400 To   $70,999","$71,000 and Over"
T10,2008,PE03,Ethnicity,Asian,44.1,42,32,19.9,24.7,25.6,26.4,18.5,16.6,14.9,264.9,*,*,*,*,*,*,*,*,*,*,,30.6,30.6,35.7,35.7,30.6,35.7,35.7,40.8,45.9,45.9,15.3,"Under    $2,300","$2,300 To   $10,899","$10,900 To   $15,299","$15,300 To   $20,599","$20,600 To   $28,199","$28,200 To   $35,399","$35,400 To   $43,299","$43,300 To   $53,399","$53,400 To   $70,999","$71,000 and Over"
T10,2008,PE04,Ethnicity,Pacific people,32.1,25.3,20,16.2,21.7,22.9,21.3,20,12.2,3.6,195.3,*,*,*,*,*,*,*,*,*,***,*,35.7,40.8,45.9,35.7,30.6,45.9,40.8,45.9,45.9,102,20.4,"Under    $2,300","$2,300 To   $10,899","$10,900 To   $15,299","$15,300 To   $20,599","$20,600 To   $28,199","$28,200 To   $35,399","$35,400 To   $43,299","$43,300 To   $53,399","$53,400 To   $70,999","$71,000 and Over"
T10,2008,PE05,Ethnicity,MELAA,7.8,6.2,3.6,4.5,3.2,2.9,2.3,,,2.9,35.6,**,**,***,**,**,**,***,S,S,**,*,71.4,66.3,107.1,96.9,86.7,86.7,107.1,,,81.6,45.9,"Under    $2,300","$2,300 To   $10,899","$10,900 To   $15,299","$15,300 To   $20,599","$20,600 To   $28,199","$28,200 To   $35,399","$35,400 To   $43,299","$43,300 To   $53,399","$53,400 To   $70,999","$71,000 and Over"
T10,2008,PE06,Ethnicity,Other ethnic group,13.8,14.9,11.3,9.9,11.4,14.3,16.6,21.2,18.5,12.7,144.5,**,**,**,**,**,*,**,*,*,*,*,81.6,71.4,61.2,56.1,51,40.8,66.3,45.9,35.7,51,25.5,"Under    $2,300","$2,300 To   $10,899","$10,900 To   $15,299","$15,300 To   $20,599","$20,600 To   $28,199","$28,200 To   $35,399","$35,400 To   $43,299","$43,300 To   $53,399","$53,400 To   $70,999","$71,000 and Over"
T10,2008,PQ01,Highest qualification,No qualification,97.6,60.7,101.1,112.9,84.5,51.7,53.4,35.9,27.9,17.4,643.1,,*,,,,*,*,*,*,*,,20.4,20.4,20.4,15.3,20.4,20.4,20.4,30.6,35.7,40.8,5.1,"Under    $2,300","$2,300 To   $10,899","$10,900 To   $15,299","$15,300 To   $20,599","$20,600 To   $28,199","$28,200 To   $35,399","$35,400 To   $43,299","$43,300 To   $53,399","$53,400 To   $70,999","$71,000 and Over"
T10,2008,PQ02,Highest qualification,Level 1 -Level 3 Certificate,114.3,134.9,79.5,76.4,112,124.5,100,95.9,77.9,51.6,967.1,,,,,,,,,*,*,,15.3,15.3,20.4,20.4,15.3,15.3,20.4,20.4,20.4,25.5,5.1,"Under    $2,300","$2,300 To   $10,899","$10,900 To   $15,299","$15,300 To   $20,599","$20,600 To   $28,199","$28,200 To   $35,399","$35,400 To   $43,299","$43,300 To   $53,399","$53,400 To   $70,999","$71,000 and Over"
T10,2008,PQ03,Highest qualification,Level 4 Certificate,18.8,26.2,20.3,30.9,28.9,35.7,44.7,47.4,48.9,42.7,344.5,**,*,*,*,*,*,*,*,*,*,,56.1,45.9,51,35.7,30.6,30.6,25.5,25.5,25.5,25.5,10.2,"Under    $2,300","$2,300 To   $10,899","$10,900 To   $15,299","$15,300 To   $20,599","$20,600 To   $28,199","$28,200 To   $35,399","$35,400 To   $43,299","$43,300 To   $53,399","$53,400 To   $70,999","$71,000 and Over"
